candidate_id,patent_id,patent_title,stakeholder_id,stakeholder_name,situation_id,situation_name,context_id,context_name
OTB094-H-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,H,運輸業・郵便業,C5,関係・共創
OTB094-H-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,H,運輸業・郵便業,C6,社会・資源・継承
OTB094-H-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,H,運輸業・郵便業,C1,証拠・信頼
OTB094-H-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,H,運輸業・郵便業,C2,可視化・判断
OTB094-H-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,H,運輸業・郵便業,C3,人・能力
OTB094-H-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,H,運輸業・郵便業,C4,継続・適応
OTB094-H-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,H,運輸業・郵便業,C5,関係・共創
OTB094-H-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,H,運輸業・郵便業,C6,社会・資源・継承
OTB094-H-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,H,運輸業・郵便業,C1,証拠・信頼
OTB094-H-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,H,運輸業・郵便業,C2,可視化・判断
OTB094-H-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,H,運輸業・郵便業,C3,人・能力
OTB094-H-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,H,運輸業・郵便業,C4,継続・適応
OTB094-H-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,H,運輸業・郵便業,C5,関係・共創
OTB094-H-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,H,運輸業・郵便業,C6,社会・資源・継承
OTB094-H-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,H,運輸業・郵便業,C1,証拠・信頼
OTB094-H-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,H,運輸業・郵便業,C2,可視化・判断
OTB094-H-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,H,運輸業・郵便業,C3,人・能力
OTB094-H-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,H,運輸業・郵便業,C4,継続・適応
OTB094-H-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,H,運輸業・郵便業,C5,関係・共創
OTB094-H-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,H,運輸業・郵便業,C6,社会・資源・継承
OTB094-H-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,H,運輸業・郵便業,C1,証拠・信頼
OTB094-H-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,H,運輸業・郵便業,C2,可視化・判断
OTB094-H-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,H,運輸業・郵便業,C3,人・能力
OTB094-H-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,H,運輸業・郵便業,C4,継続・適応
OTB094-H-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,H,運輸業・郵便業,C5,関係・共創
OTB094-H-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,H,運輸業・郵便業,C6,社会・資源・継承
OTB094-I-S1-C1,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,I,卸売業・小売業,C1,証拠・信頼
OTB094-I-S1-C2,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,I,卸売業・小売業,C2,可視化・判断
OTB094-I-S1-C3,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,I,卸売業・小売業,C3,人・能力
OTB094-I-S1-C4,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,I,卸売業・小売業,C4,継続・適応
OTB094-I-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,I,卸売業・小売業,C5,関係・共創
OTB094-I-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,I,卸売業・小売業,C6,社会・資源・継承
OTB094-I-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,I,卸売業・小売業,C1,証拠・信頼
OTB094-I-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,I,卸売業・小売業,C2,可視化・判断
OTB094-I-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,I,卸売業・小売業,C3,人・能力
OTB094-I-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,I,卸売業・小売業,C4,継続・適応
OTB094-I-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,I,卸売業・小売業,C5,関係・共創
OTB094-I-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,I,卸売業・小売業,C6,社会・資源・継承
OTB094-I-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,I,卸売業・小売業,C1,証拠・信頼
OTB094-I-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,I,卸売業・小売業,C2,可視化・判断
OTB094-I-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,I,卸売業・小売業,C3,人・能力
OTB094-I-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,I,卸売業・小売業,C4,継続・適応
OTB094-I-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,I,卸売業・小売業,C5,関係・共創
OTB094-I-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,I,卸売業・小売業,C6,社会・資源・継承
OTB094-I-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,I,卸売業・小売業,C1,証拠・信頼
OTB094-I-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,I,卸売業・小売業,C2,可視化・判断
OTB094-I-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,I,卸売業・小売業,C3,人・能力
OTB094-I-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,I,卸売業・小売業,C4,継続・適応
OTB094-I-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,I,卸売業・小売業,C5,関係・共創
OTB094-I-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,I,卸売業・小売業,C6,社会・資源・継承
OTB094-I-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,I,卸売業・小売業,C1,証拠・信頼
OTB094-I-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,I,卸売業・小売業,C2,可視化・判断
OTB094-I-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,I,卸売業・小売業,C3,人・能力
OTB094-I-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,I,卸売業・小売業,C4,継続・適応
OTB094-I-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,I,卸売業・小売業,C5,関係・共創
OTB094-I-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,I,卸売業・小売業,C6,社会・資源・継承
OTB094-J-S1-C1,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,J,金融業・保険業,C1,証拠・信頼
OTB094-J-S1-C2,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,J,金融業・保険業,C2,可視化・判断
OTB094-J-S1-C3,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,J,金融業・保険業,C3,人・能力
OTB094-J-S1-C4,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,J,金融業・保険業,C4,継続・適応
OTB094-J-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,J,金融業・保険業,C5,関係・共創
OTB094-J-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,J,金融業・保険業,C6,社会・資源・継承
OTB094-J-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,J,金融業・保険業,C1,証拠・信頼
OTB094-J-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,J,金融業・保険業,C2,可視化・判断
OTB094-J-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,J,金融業・保険業,C3,人・能力
OTB094-J-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,J,金融業・保険業,C4,継続・適応
OTB094-J-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,J,金融業・保険業,C5,関係・共創
OTB094-J-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,J,金融業・保険業,C6,社会・資源・継承
OTB094-J-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,J,金融業・保険業,C1,証拠・信頼
OTB094-J-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,J,金融業・保険業,C2,可視化・判断
OTB094-J-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,J,金融業・保険業,C3,人・能力
OTB094-J-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,J,金融業・保険業,C4,継続・適応
OTB094-J-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,J,金融業・保険業,C5,関係・共創
OTB094-J-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,J,金融業・保険業,C6,社会・資源・継承
OTB094-J-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,J,金融業・保険業,C1,証拠・信頼
OTB094-J-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,J,金融業・保険業,C2,可視化・判断
OTB094-J-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,J,金融業・保険業,C3,人・能力
OTB094-J-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,J,金融業・保険業,C4,継続・適応
OTB094-J-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,J,金融業・保険業,C5,関係・共創
OTB094-J-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,J,金融業・保険業,C6,社会・資源・継承
OTB094-J-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,J,金融業・保険業,C1,証拠・信頼
OTB094-J-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,J,金融業・保険業,C2,可視化・判断
OTB094-J-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,J,金融業・保険業,C3,人・能力
OTB094-J-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,J,金融業・保険業,C4,継続・適応
OTB094-J-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,J,金融業・保険業,C5,関係・共創
OTB094-J-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,J,金融業・保険業,C6,社会・資源・継承
OTB094-K-S1-C1,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,K,不動産業・物品賃貸業,C1,証拠・信頼
OTB094-K-S1-C2,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,K,不動産業・物品賃貸業,C2,可視化・判断
OTB094-K-S1-C3,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,K,不動産業・物品賃貸業,C3,人・能力
OTB094-K-S1-C4,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,K,不動産業・物品賃貸業,C4,継続・適応
OTB094-K-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,K,不動産業・物品賃貸業,C5,関係・共創
OTB094-K-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,K,不動産業・物品賃貸業,C6,社会・資源・継承
OTB094-K-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,K,不動産業・物品賃貸業,C1,証拠・信頼
OTB094-K-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,K,不動産業・物品賃貸業,C2,可視化・判断
OTB094-K-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,K,不動産業・物品賃貸業,C3,人・能力
OTB094-K-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,K,不動産業・物品賃貸業,C4,継続・適応
OTB094-K-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,K,不動産業・物品賃貸業,C5,関係・共創
OTB094-K-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,K,不動産業・物品賃貸業,C6,社会・資源・継承
OTB094-K-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,K,不動産業・物品賃貸業,C1,証拠・信頼
OTB094-K-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,K,不動産業・物品賃貸業,C2,可視化・判断
OTB094-K-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,K,不動産業・物品賃貸業,C3,人・能力
OTB094-K-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,K,不動産業・物品賃貸業,C4,継続・適応
OTB094-K-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,K,不動産業・物品賃貸業,C5,関係・共創
OTB094-K-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,K,不動産業・物品賃貸業,C6,社会・資源・継承
OTB094-K-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,K,不動産業・物品賃貸業,C1,証拠・信頼
OTB094-K-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,K,不動産業・物品賃貸業,C2,可視化・判断
OTB094-K-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,K,不動産業・物品賃貸業,C3,人・能力
OTB094-K-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,K,不動産業・物品賃貸業,C4,継続・適応
OTB094-K-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,K,不動産業・物品賃貸業,C5,関係・共創
OTB094-K-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,K,不動産業・物品賃貸業,C6,社会・資源・継承
OTB094-K-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,K,不動産業・物品賃貸業,C1,証拠・信頼
OTB094-K-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,K,不動産業・物品賃貸業,C2,可視化・判断
OTB094-K-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,K,不動産業・物品賃貸業,C3,人・能力
OTB094-K-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,K,不動産業・物品賃貸業,C4,継続・適応
OTB094-K-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,K,不動産業・物品賃貸業,C5,関係・共創
OTB094-K-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,K,不動産業・物品賃貸業,C6,社会・資源・継承
OTB094-L-S1-C1,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,L,学術研究・専門技術サービス業,C1,証拠・信頼
OTB094-L-S1-C2,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,L,学術研究・専門技術サービス業,C2,可視化・判断
OTB094-L-S1-C3,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,L,学術研究・専門技術サービス業,C3,人・能力
OTB094-L-S1-C4,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,L,学術研究・専門技術サービス業,C4,継続・適応
OTB094-L-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,L,学術研究・専門技術サービス業,C5,関係・共創
OTB094-L-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,L,学術研究・専門技術サービス業,C6,社会・資源・継承
OTB094-L-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,L,学術研究・専門技術サービス業,C1,証拠・信頼
OTB094-L-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,L,学術研究・専門技術サービス業,C2,可視化・判断
OTB094-L-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,L,学術研究・専門技術サービス業,C3,人・能力
OTB094-L-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,L,学術研究・専門技術サービス業,C4,継続・適応
OTB094-L-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,L,学術研究・専門技術サービス業,C5,関係・共創
OTB094-L-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,L,学術研究・専門技術サービス業,C6,社会・資源・継承
OTB094-L-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,L,学術研究・専門技術サービス業,C1,証拠・信頼
OTB094-L-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,L,学術研究・専門技術サービス業,C2,可視化・判断
OTB094-L-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,L,学術研究・専門技術サービス業,C3,人・能力
OTB094-L-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,L,学術研究・専門技術サービス業,C4,継続・適応
OTB094-L-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,L,学術研究・専門技術サービス業,C5,関係・共創
OTB094-L-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,L,学術研究・専門技術サービス業,C6,社会・資源・継承
OTB094-L-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,L,学術研究・専門技術サービス業,C1,証拠・信頼
OTB094-L-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,L,学術研究・専門技術サービス業,C2,可視化・判断
OTB094-L-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,L,学術研究・専門技術サービス業,C3,人・能力
OTB094-L-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,L,学術研究・専門技術サービス業,C4,継続・適応
OTB094-L-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,L,学術研究・専門技術サービス業,C5,関係・共創
OTB094-L-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,L,学術研究・専門技術サービス業,C6,社会・資源・継承
OTB094-L-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,L,学術研究・専門技術サービス業,C1,証拠・信頼
OTB094-L-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,L,学術研究・専門技術サービス業,C2,可視化・判断
OTB094-L-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,L,学術研究・専門技術サービス業,C3,人・能力
OTB094-L-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,L,学術研究・専門技術サービス業,C4,継続・適応
OTB094-L-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,L,学術研究・専門技術サービス業,C5,関係・共創
OTB094-L-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,L,学術研究・専門技術サービス業,C6,社会・資源・継承
OTB094-M-S1-C1,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,M,宿泊業・飲食サービス業,C1,証拠・信頼
OTB094-M-S1-C2,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,M,宿泊業・飲食サービス業,C2,可視化・判断
OTB094-M-S1-C3,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,M,宿泊業・飲食サービス業,C3,人・能力
OTB094-M-S1-C4,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,M,宿泊業・飲食サービス業,C4,継続・適応
OTB094-M-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,M,宿泊業・飲食サービス業,C5,関係・共創
OTB094-M-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,M,宿泊業・飲食サービス業,C6,社会・資源・継承
OTB094-M-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,M,宿泊業・飲食サービス業,C1,証拠・信頼
OTB094-M-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,M,宿泊業・飲食サービス業,C2,可視化・判断
OTB094-M-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,M,宿泊業・飲食サービス業,C3,人・能力
OTB094-M-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,M,宿泊業・飲食サービス業,C4,継続・適応
OTB094-M-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,M,宿泊業・飲食サービス業,C5,関係・共創
OTB094-M-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,M,宿泊業・飲食サービス業,C6,社会・資源・継承
OTB094-M-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,M,宿泊業・飲食サービス業,C1,証拠・信頼
OTB094-M-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,M,宿泊業・飲食サービス業,C2,可視化・判断
OTB094-M-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,M,宿泊業・飲食サービス業,C3,人・能力
OTB094-M-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,M,宿泊業・飲食サービス業,C4,継続・適応
OTB094-M-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,M,宿泊業・飲食サービス業,C5,関係・共創
OTB094-M-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,M,宿泊業・飲食サービス業,C6,社会・資源・継承
OTB094-M-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,M,宿泊業・飲食サービス業,C1,証拠・信頼
OTB094-M-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,M,宿泊業・飲食サービス業,C2,可視化・判断
OTB094-M-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,M,宿泊業・飲食サービス業,C3,人・能力
OTB094-M-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,M,宿泊業・飲食サービス業,C4,継続・適応
OTB094-M-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,M,宿泊業・飲食サービス業,C5,関係・共創
OTB094-M-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,M,宿泊業・飲食サービス業,C6,社会・資源・継承
OTB094-M-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,M,宿泊業・飲食サービス業,C1,証拠・信頼
OTB094-M-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,M,宿泊業・飲食サービス業,C2,可視化・判断
OTB094-M-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,M,宿泊業・飲食サービス業,C3,人・能力
OTB094-M-S5-C4,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,M,宿泊業・飲食サービス業,C4,継続・適応
OTB094-M-S5-C5,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,M,宿泊業・飲食サービス業,C5,関係・共創
OTB094-M-S5-C6,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,M,宿泊業・飲食サービス業,C6,社会・資源・継承
OTB094-N-S1-C1,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,N,生活関連サービス業・娯楽業,C1,証拠・信頼
OTB094-N-S1-C2,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,N,生活関連サービス業・娯楽業,C2,可視化・判断
OTB094-N-S1-C3,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,N,生活関連サービス業・娯楽業,C3,人・能力
OTB094-N-S1-C4,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,N,生活関連サービス業・娯楽業,C4,継続・適応
OTB094-N-S1-C5,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,N,生活関連サービス業・娯楽業,C5,関係・共創
OTB094-N-S1-C6,OTB094,電磁指紋による真贋判定,S1,技術提供・事業化主体,N,生活関連サービス業・娯楽業,C6,社会・資源・継承
OTB094-N-S2-C1,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,N,生活関連サービス業・娯楽業,C1,証拠・信頼
OTB094-N-S2-C2,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,N,生活関連サービス業・娯楽業,C2,可視化・判断
OTB094-N-S2-C3,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,N,生活関連サービス業・娯楽業,C3,人・能力
OTB094-N-S2-C4,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,N,生活関連サービス業・娯楽業,C4,継続・適応
OTB094-N-S2-C5,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,N,生活関連サービス業・娯楽業,C5,関係・共創
OTB094-N-S2-C6,OTB094,電磁指紋による真贋判定,S2,導入・評価・意思決定主体,N,生活関連サービス業・娯楽業,C6,社会・資源・継承
OTB094-N-S3-C1,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,N,生活関連サービス業・娯楽業,C1,証拠・信頼
OTB094-N-S3-C2,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,N,生活関連サービス業・娯楽業,C2,可視化・判断
OTB094-N-S3-C3,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,N,生活関連サービス業・娯楽業,C3,人・能力
OTB094-N-S3-C4,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,N,生活関連サービス業・娯楽業,C4,継続・適応
OTB094-N-S3-C5,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,N,生活関連サービス業・娯楽業,C5,関係・共創
OTB094-N-S3-C6,OTB094,電磁指紋による真贋判定,S3,現場運用・維持主体,N,生活関連サービス業・娯楽業,C6,社会・資源・継承
OTB094-N-S4-C1,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,N,生活関連サービス業・娯楽業,C1,証拠・信頼
OTB094-N-S4-C2,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,N,生活関連サービス業・娯楽業,C2,可視化・判断
OTB094-N-S4-C3,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,N,生活関連サービス業・娯楽業,C3,人・能力
OTB094-N-S4-C4,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,N,生活関連サービス業・娯楽業,C4,継続・適応
OTB094-N-S4-C5,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,N,生活関連サービス業・娯楽業,C5,関係・共創
OTB094-N-S4-C6,OTB094,電磁指紋による真贋判定,S4,顧客・価値受領主体,N,生活関連サービス業・娯楽業,C6,社会・資源・継承
OTB094-N-S5-C1,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,N,生活関連サービス業・娯楽業,C1,証拠・信頼
OTB094-N-S5-C2,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,N,生活関連サービス業・娯楽業,C2,可視化・判断
OTB094-N-S5-C3,OTB094,電磁指紋による真贋判定,S5,制度・社会影響主体,N,生活関連サービス業・娯楽業,C3,人・能力
